period,ratio,title,age
2024-01-01,4.66128,김혜경,60세 이상
2024-01-08,2.56755,김혜경,60세 이상
2024-01-15,2.99654,김혜경,60세 이상
2024-01-22,2.06812,김혜경,60세 이상
2024-01-29,2.9197,김혜경,60세 이상
2024-02-05,10.77602,김혜경,60세 이상
2024-02-12,19.98335,김혜경,60세 이상
2024-02-19,10.12293,김혜경,60세 이상
2024-02-26,51.15251,김혜경,60세 이상
2024-03-04,24.16442,김혜경,60세 이상
2024-03-11,6.4861,김혜경,60세 이상
2024-03-18,4.93661,김혜경,60세 이상
2024-03-25,5.01984,김혜경,60세 이상
2024-04-01,4.31553,김혜경,60세 이상
2024-04-08,12.40875,김혜경,60세 이상
2024-04-15,3.45114,김혜경,60세 이상
2024-04-22,5.79459,김혜경,60세 이상
2024-04-29,7.1456,김혜경,60세 이상
2024-05-06,10.00128,김혜경,60세 이상
2024-05-13,2.4587,김혜경,60세 이상
2024-05-20,7.1584,김혜경,60세 이상
2024-05-27,4.23229,김혜경,60세 이상
2024-06-03,3.43193,김혜경,60세 이상
